Fecha,Mes,Anio,Periodo,Nro_Factura,Orden,Cod_OPP,Cod_RM,Cliente,Sector,Cod_Producto,Producto,Categoria,Marca,Vendedor,Equipo,Cantidad,Precio_Unit,Moneda,TC,Venta_USD,Costo_USD,Margen_USD,Pct_Margen,Venta_PEN,Costo_PEN,Cuenta_Venta
10/08/2026,8,2026,2026-08,F 004-00002203,026-0011940,OPP-0000000062,RM-24599,SERVICIOS MINEROS RF S.A.C.,Mining,91000001,SERVICIO MANTENIMIENTO,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Manuel Alvarez,VENTAS-COMERCIALIZACION,1.0,7810.0,USD,3.391,7263.3,2056.53,5206.77,0.7169,24629.85,6973.7,7032100 Servicio de mantenimiento
10/08/2026,8,2026,2026-08,F 004-00002204,026-0011990,OPP-0000000038,,VPTM IQUITOS S.A.C.,Servicios / Otros,10540238,REVESTIMIENTO PARA S62-IS10 238PL,SUMINISTROS / REPUESTO EQUIPO / VARIOS,Otros,Jeancarlos Castillo,VENTAS-COMERCIALIZACION,4.0,85.0,USD,3.391,340.0,0.0,340.0,1.0,1152.94,0.0,7111010 Variacion productos terminados
10/08/2026,8,2026,2026-08,F 004-00002206,026-0011424,,,STRACON PERÚ S.A.,Mining,40600512,SELLO DESMONT. C / CANAL AGUA-AIRE-ACEITE HEATEX,ORIGINAL / HEATEX / SELLOS DESMONTABLES,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,932.0,2.5,USD,3.391,2330.0,837.39,1492.61,0.6406,7901.03,246.95,7111010 Variacion productos terminados
10/08/2026,8,2026,2026-08,F 004-00002206,026-0011424,,,STRACON PERÚ S.A.,Mining,40600513,SELLO DESMONT. S / CANAL AGUA-AIRE-ACEITE HEATEX,ORIGINAL / HEATEX / SELLOS DESMONTABLES,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,1632.0,2.5,USD,3.391,4080.0,1466.34,2613.66,0.6406,13835.28,432.42,7111010 Variacion productos terminados
11/08/2026,8,2026,2026-08,F 004-00002207,026-0012028,OPP-0000000072,,VOLCAN COMPANIA MINERA S.A.A.,Mining,40600544,ENFRIADOR DE AIRE MANITOU ,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,3717.99,PEN,3.387,1097.72,234.82,862.9,0.7861,3717.98,69.33,7012100 Mercaderías - Mercaderías - venta local - Terceros
11/08/2026,8,2026,2026-08,F 004-00002207,026-0012028,OPP-0000000072,,VOLCAN COMPANIA MINERA S.A.A.,Mining,40600542,RADIADOR DE REFRIGERANTE MANITOU ,ORIGINAL / HEATEX / RADIADORES,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,5969.25,PEN,3.387,1762.4,377.01,1385.39,0.7861,5969.25,111.31,7011100 Mercaderías - Mercaderías - venta de exportación - Terceros
11/08/2026,8,2026,2026-08,F 004-00002208,026-0011875,,RM-24578,VOLCAN COMPANIA MINERA S.A.A.,Mining,20100174,RADIADOR REFRIGERANTE TD P/DUMPER EPIROC MT2200 6060007952,PROD. TERMINADO/ENSAMBLADO,RINTUSAC,Arnold Hernández,VENTAS-FABRICACION,1.0,6950.0,USD,3.387,5907.5,1370.34,4537.16,0.768,20008.7,4641.33,7012100 Mercaderías - Mercaderías - venta local - Terceros
11/08/2026,8,2026,2026-08,F 004-00002209,026-0012054,OPP-0000000086,,JRC INGENIERÍA Y CONSTRUCCIÓN S.A.C.,Construcción / EPC / Contratistas,40600414,COMBICOOLER 845483 P/. DESATADOR PAUS PSCALE 8T (copiar),ORIGINAL / HEATEX / ENFRIADORES,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,4320.0,USD,3.387,3542.4,939.34,2603.06,0.7348,11998.11,277.34,7012100 Mercaderías - Mercaderías - venta local - Terceros
11/08/2026,8,2026,2026-08,F 004-00002210,026-0012049,OPP-0000000077,,UNION DE CONCRETERAS S.A,Construcción / EPC / Contratistas,40600295,RADIADOR DE SISTEMA REFRIGERANTE P / CAT C4.4 P / 236-7766 BAR AND PLATE,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Manuel Alvarez,VENTAS-COMERCIALIZACION,1.0,1470.0,USD,3.387,1470.0,429.04,1040.96,0.7081,4978.89,126.67,7012100 Mercaderías - Mercaderías - venta local - Terceros
12/08/2026,8,2026,2026-08,F 004-00002211,026-0011835,,RM-24562,ADMINISTRACION DE EMPRESAS S.A.C.,IT/Communication,40600296,RADIADOR COMPLE ALUM. REFRIG R1600H 3860012,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,6072.0,USD,3.372,6072.0,1899.39,4172.61,0.6872,20474.78,6404.75,7012100 Mercaderías - Mercaderías - venta local - Terceros
12/08/2026,8,2026,2026-08,F 004-00002212,026-0012031,OPP-0000000115,RM-24626,OPERACIONES MINERAS SAN PEDRO SOCIEDAD ANONIMA CERRADA,Mining,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Arnold Hernández,VENTAS-MANTENIMIENTO,1.0,2938.54,USD,3.372,2938.54,628.9,2309.64,0.786,9908.76,2120.64,7032110 Servicio de reparación
12/08/2026,8,2026,2026-08,F 004-00002213,,,,VPTM IQUITOS S.A.C.,Servicios / Otros,91000001,SERVICIO MANTENIMIENTO,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Jeancarlos Castillo,VENTAS-MANTENIMIENTO,1.0,6800.0,USD,3.372,3400.0,3400.0,0.0,0.0,11464.8,1008.3,7032100 Servicio de mantenimiento
12/08/2026,8,2026,2026-08,F 004-00002214,026-0011848,OPP-0000000364,,INTERCAMBIADORES BALVIN S.R.L.,Metalmecánica / Siderurgia,40600119,ENFRIADOR SISTEMA DE ACEITE HEATEX P / N. 133-0125,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Rintusac,VENTAS-FABRICACION,1.0,1140.0,USD,3.372,1140.0,353.91,786.09,0.6896,3844.08,104.96,7012100 Mercaderías - Mercaderías - venta local - Terceros
12/08/2026,8,2026,2026-08,F 004-00002215,026-0012075,OPP-0000000113,,JRC INGENIERÍA Y CONSTRUCCIÓN S.A.C.,Construcción / EPC / Contratistas,40200108,ENFRIADOR OIL HIDR. BOWMAN GL140 3928-2 (3P) 90 / 10,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,2780.0,USD,3.372,2363.0,1104.31,1258.69,0.5327,7968.04,327.49,7012100 Mercaderías - Mercaderías - venta local - Terceros
12/08/2026,8,2026,2026-08,F 004-00002216,026-0011951,OPP-0000000005,RM-24606,XIAN BUSINESS CORPORATION S.A.C.,Servicios / Otros,40600436,ENFRIADOR COMPLETO ACEITE/AGUA/ACEITE BAP P/PAUS 853-S8 555-139 VER02,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Jeancarlos Castillo,VENTAS-MANTENIMIENTO,1.0,1850.0,USD,3.372,1850.0,14.94,1835.06,0.9919,6238.2,50.39,7012100 Mercaderías - Mercaderías - venta local - Terceros
13/08/2026,8,2026,2026-08,F 004-00002217,026-0012051,,,RESEMIN S.A.,Metalmecánica / Siderurgia,40600426,VENTILADOR HEATEX P/ENFRIADOR HTX0367AH11 HYD,ORIGINAL / HEATEX / VARIOS,Heatex,Rintusac,VENTAS-MANTENIMIENTO,3.0,360.0,USD,3.365,1080.0,406.86,673.14,0.6233,3634.2,120.91,7111010 Variacion productos terminados
13/08/2026,8,2026,2026-08,F 004-00002218,026-0012052,OPP-0000000083,RM-24632,MINERA CRC SOCIEDAD ANONIMA CERRADA,Mining,91000001,SERVICIO MANTENIMIENTO,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Manuel Alvarez,VENTAS-MANTENIMIENTO,1.0,750.0,USD,3.365,727.5,132.23,595.27,0.8182,2448.04,444.96,7032100 Servicio de mantenimiento
13/08/2026,8,2026,2026-08,F 004-00002219,026-0011965,,,UNION DE CONCRETERAS S.A,Construcción / EPC / Contratistas,40600295,RADIADOR DE SISTEMA REFRIGERANTE P / CAT C4.4 P / 236-7766 BAR AND PLATE,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Manuel Alvarez,VENTAS-COMERCIALIZACION,1.0,1470.0,USD,3.365,1470.0,430.18,1039.82,0.7074,4946.55,127.84,7012100 Mercaderías - Mercaderías - venta local - Terceros
13/08/2026,8,2026,2026-08,F 004-00002220,025-0010889,,,UNION DE CONCRETERAS S.A,Construcción / EPC / Contratistas,40600295,RADIADOR DE SISTEMA REFRIGERANTE P / CAT C4.4 P / 236-7766 BAR AND PLATE,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Manuel Alvarez,VENTAS-FABRICACION,1.0,1470.0,USD,3.365,1470.0,432.99,1037.01,0.7054,4946.55,128.67,7012100 Mercaderías - Mercaderías - venta local - Terceros
14/08/2026,8,2026,2026-08,F 004-00002221,026-0011829,OPP-0000000352,RM-24525,METAL TECNICA S A,Wholesale/Retail,91000001,SERVICIO MANTENIMIENTO,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Manuel Alvarez,VENTAS-MANTENIMIENTO,1.0,355.0,USD,3.371,355.0,52.98,302.02,0.8508,1196.7,178.58,7032100 Servicio de mantenimiento
14/08/2026,8,2026,2026-08,F 004-00002222,026-0012058,OPP-0000000088,,JRC INGENIERÍA Y CONSTRUCCIÓN S.A.C.,Construcción / EPC / Contratistas,40600529,INTERCOOLER DE AIRE C4.4 V02/COMPLETO CON TINA C/ALERO			 ,ORIGINAL / HEATEX / INTERCOOLER,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,2190.0,USD,3.371,2190.0,410.24,1779.76,0.8127,7382.49,121.7,7111010 Variacion productos terminados
14/08/2026,8,2026,2026-08,F 004-00002223,026-0012050,OPP-0000000082,RM-24631,JRC INGENIERÍA Y CONSTRUCCIÓN S.A.C.,Construcción / EPC / Contratistas,20100078,RADIADOR AFTERCOOLER R1600H,MERCANCIA LOCAL / RINTUSAC / RADIADORES,RINTUSAC,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,4940.0,USD,3.371,4693.0,1191.28,3501.72,0.7462,15820.1,4015.81,7111010 Variacion productos terminados
14/08/2026,8,2026,2026-08,F 004-00002225,,,,SERVICIOS Y EQUIPOS AMAZONICOS S.A.C,Transportation/Logistics,40600578,AFTERCOOLER 21922701 P/  VOLVO PENTA,ORIGINAL / HEATEX / AFTERCOOLER,Heatex,Arnold Hernández,VENTAS-MANTENIMIENTO,2.0,2270.0,USD,3.371,2550.0,2550.0,0.0,0.0,8596.05,756.45,7111010 Variacion productos terminados
14/08/2026,8,2026,2026-08,F 004-00002226,026-0012080,OPP-0000000133,RM-24645,L & G INTERNATIONAL PARTS S.A.C.,Automotriz / Transporte,90000012,SERVICIO DE FABRICACION (copiar),SERV. CLIENTE / PLANTA / VARIOS,Otros,Rintusac,VENTAS-MANTENIMIENTO,100.66,7.3,USD,3.371,734.83,0.0,734.83,1.0,2477.11,0.0,7012100 Mercaderías - Mercaderías - venta local - Terceros
15/08/2026,8,2026,2026-08,F 004-00002227,026-0011692,,,OYOLA ALFARO RONAL RODY,Servicios / Otros,20100151,"TUBO DESMONT. CU 29.25"" ""M"" WATER-AIR",FABRICACION / RINTUSAC / VARIOS,RINTUSAC,Jeancarlos Castillo,VENTAS-FABRICACION,128.0,24.0,USD,3.368,3072.0,11003.35,-7931.35,-2.5818,10346.5,3267.03,7111010 Variacion productos terminados
15/08/2026,8,2026,2026-08,F 004-00002227,026-0011692,,,OYOLA ALFARO RONAL RODY,Servicios / Otros,40600476,SELLO DESMONT. C / CANAL HEATEX 721201B V2,ORIGINAL / HEATEX / VARIOS,Heatex,Jeancarlos Castillo,VENTAS-FABRICACION,72.0,1.7,USD,3.368,122.4,438.41,-316.01,-2.5818,412.24,130.17,7111010 Variacion productos terminados
15/08/2026,8,2026,2026-08,F 004-00002227,026-0011692,,,OYOLA ALFARO RONAL RODY,Servicios / Otros,40600477,SELLO DESMONT. S / CANAL HEATEX 721201T V2,ORIGINAL / HEATEX / VARIOS,Heatex,Jeancarlos Castillo,VENTAS-FABRICACION,72.0,1.7,USD,3.368,122.4,438.41,-316.01,-2.5818,412.24,130.17,7111010 Variacion productos terminados
15/08/2026,8,2026,2026-08,F 004-00002227,026-0011692,,,OYOLA ALFARO RONAL RODY,Servicios / Otros,40600512,SELLO DESMONT. C / CANAL AGUA-AIRE-ACEITE HEATEX,ORIGINAL / HEATEX / SELLOS DESMONTABLES,Heatex,Jeancarlos Castillo,VENTAS-FABRICACION,56.0,2.2,USD,3.368,123.2,441.28,-318.08,-2.5818,414.94,131.02,7111010 Variacion productos terminados
15/08/2026,8,2026,2026-08,F 004-00002227,026-0011692,,,OYOLA ALFARO RONAL RODY,Servicios / Otros,40600513,SELLO DESMONT. S / CANAL AGUA-AIRE-ACEITE HEATEX,ORIGINAL / HEATEX / SELLOS DESMONTABLES,Heatex,Jeancarlos Castillo,VENTAS-FABRICACION,56.0,2.2,USD,3.368,123.2,441.28,-318.08,-2.5818,414.94,131.02,7111010 Variacion productos terminados
17/08/2026,8,2026,2026-08,F 004-00002229,026-0011533,,RM-24364,COMPAÑIA MINERA CHUNGAR S.A.C.,Mining,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Arnold Hernández,VENTAS-MANTENIMIENTO,1.0,4745.25,USD,3.368,4745.25,2450.2,2295.05,0.4837,15982.0,8252.27,7032110 Servicio de reparación
