Fecha,Mes,Anio,Periodo,Nro_Factura,Orden,Cod_OPP,Cod_RM,Cliente,Sector,Cod_Producto,Producto,Categoria,Marca,Vendedor,Equipo,Cantidad,Precio_Unit,Moneda,TC,Venta_USD,Costo_USD,Margen_USD,Pct_Margen,Venta_PEN,Costo_PEN,Cuenta_Venta
17/08/2026,8,2026,2026-08,F 004-00002230,026-0012047,,,TECNOMECANICA SERVICIOS HIDRAULICOS SOCIEDAD ANONIMA CERRADA,Servicios / Otros,40600503,ENFRIADOR HIDRAULICO BAP COMPLETO CMS1/O/24V/002 66337005,ORIGINAL / HEATEX / MOTOR,Heatex,Jeancarlos Castillo,VENTAS-COMERCIALIZACION,1.0,980.0,USD,3.368,980.0,337.51,642.49,0.6556,3300.64,100.21,7012100 Mercaderías - Mercaderías - venta local - Terceros
17/08/2026,8,2026,2026-08,F 004-00002231,026-0012073,OPP-0000000105,RM-24641,IESA S A,Servicios / Otros,40200015,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3TC (3P) COBRE,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,1150.0,USD,3.368,1150.0,885.74,264.26,0.2298,3873.2,2983.18,7012100 Mercaderías - Mercaderías - venta local - Terceros
17/08/2026,8,2026,2026-08,F 004-00002232,026-0011591,OPP-0000000355,RM-24675,RESEMIN S.A.,Metalmecánica / Siderurgia,40200016,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3 (3P),ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Rintusac,VENTAS-FABRICACION,1.0,1290.0,USD,3.368,1290.0,1447.46,-157.46,-0.1221,4344.72,4875.05,7012100 Mercaderías - Mercaderías - venta local - Terceros
17/08/2026,8,2026,2026-08,F 004-00002233,026-0011706,OPP-0000000358,,RESEMIN S.A.,Metalmecánica / Siderurgia,40200015,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3TC (3P) COBRE,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Rintusac,VENTAS-FABRICACION,20.0,1070.0,USD,3.368,21400.0,12321.93,9078.07,0.4242,72075.2,3658.53,7012100 Mercaderías - Mercaderías - venta local - Terceros
17/08/2026,8,2026,2026-08,F 004-00002234,026-0011710,,,RESEMIN S.A.,Metalmecánica / Siderurgia,40200015,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3TC (3P) COBRE,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Rintusac,VENTAS-FABRICACION,4.0,1070.0,USD,3.368,4280.0,2431.15,1848.85,0.432,14415.04,721.84,7012100 Mercaderías - Mercaderías - venta local - Terceros
17/08/2026,8,2026,2026-08,F 004-00002235,026-0011968,OPP-0000000003,,ANTESA S.A.C.,Metalmecánica / Siderurgia,40600008,"GRAPA DESMONT. TIPO ""M"" HEATEX COSTILLADAS 160906 P / 106570",ORIGINAL / HEATEX / GRAPAS DESMONTABLES,Heatex,Jeancarlos Castillo,VENTAS-COMERCIALIZACION,146.0,4.08,PEN,3.368,176.86,72.76,104.1,0.5886,595.66,21.61,7111010 Variacion productos terminados
17/08/2026,8,2026,2026-08,F 004-00002235,026-0011968,OPP-0000000003,,ANTESA S.A.C.,Metalmecánica / Siderurgia,40600476,SELLO DESMONT. C / CANAL HEATEX 721201B V2,ORIGINAL / HEATEX / VARIOS,Heatex,Jeancarlos Castillo,VENTAS-COMERCIALIZACION,146.0,6.5,PEN,3.368,281.77,115.93,165.84,0.5886,949.0,34.42,7111010 Variacion productos terminados
17/08/2026,8,2026,2026-08,F 004-00002235,026-0011968,OPP-0000000003,,ANTESA S.A.C.,Metalmecánica / Siderurgia,40600477,SELLO DESMONT. S / CANAL HEATEX 721201T V2,ORIGINAL / HEATEX / VARIOS,Heatex,Jeancarlos Castillo,VENTAS-COMERCIALIZACION,146.0,6.5,PEN,3.368,281.77,115.93,165.84,0.5886,949.0,34.42,7111010 Variacion productos terminados
18/08/2026,8,2026,2026-08,F 004-00002236,026-0012090,OPP-0000000127,,IESA S A,Servicios / Otros,40200015,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3TC (3P) COBRE,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,1150.0,USD,3.37,1150.0,616.1,533.9,0.4643,3875.5,182.82,7012100 Mercaderías - Mercaderías - venta local - Terceros
18/08/2026,8,2026,2026-08,F 004-00002237,026-0011449,,RM-24332,COMPAÑIA MINERA CHUNGAR S.A.C.,Mining,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Arnold Hernández,VENTAS-MANTENIMIENTO,1.0,12002.0,USD,3.37,12002.0,1196.38,10805.62,0.9003,40446.74,4031.8,7032110 Servicio de reparación
19/08/2026,8,2026,2026-08,F 004-00002238,026-0012118,,RM-24674,HYDEXCORP S.A.C.,Metalmecánica / Siderurgia,40200017,ENFRIADOR OIL HIDR. BOWMAN FG120 3427-3 (3P),ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Jeancarlos Castillo,VENTAS-FABRICACION,1.0,1540.0,USD,3.362,1540.0,1177.82,362.18,0.2352,5177.48,3959.82,7012100 Mercaderías - Mercaderías - venta local - Terceros
19/08/2026,8,2026,2026-08,F 004-00002239,026-0012114,,,MUNDO CALOR PERU S.A.C.,Servicios / Otros,10320069,FLEJE ACERO GALVANIZADO 0.4 MM X 10 MM ,SUMINISTROS / FLEJE / FLEJES,Otros,Jeancarlos Castillo,VENTAS-FABRICACION,30.45,25.5,PEN,3.362,230.96,23.84,207.12,0.8968,776.49,7.09,7111010 Variacion productos terminados
20/08/2026,8,2026,2026-08,F 004-00002240,026-0012121,OPP-0000000246,,MINERA GIGANTE SRL.,Mining,40200210,ORING VITON BOWMAN FG OS52VT,ORIGINAL / BOWMAN / ORING Y RETENES,Bowman,Arnold Hernández,VENTAS-MANTENIMIENTO,2.0,27.0,USD,3.361,54.0,17.25,36.75,0.6806,181.49,5.13,7111010 Variacion productos terminados
20/08/2026,8,2026,2026-08,F 004-00002241,026-0012122,OPP-0000000248,RM-24664,MINERA GIGANTE SRL.,Mining,90000011,SERVICIO DE EVALUACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Arnold Hernández,VENTAS-MANTENIMIENTO,1.0,120.0,USD,3.361,120.0,18.31,101.69,0.8474,403.32,61.54,7032120 Servicio de evaluación
20/08/2026,8,2026,2026-08,F 004-00002243,026-0011876,,RM-24550,GESTION MINERA INTEGRAL S.A.C.,Construcción / EPC / Contratistas,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Mercedes Quispe,VENTAS-FABRICACION,1.0,3203.0,USD,3.361,3203.0,419.64,2783.36,0.869,10765.28,1410.43,7032110 Servicio de reparación
20/08/2026,8,2026,2026-08,F 004-00002243,026-0011876,,RM-24550,GESTION MINERA INTEGRAL S.A.C.,Construcción / EPC / Contratistas,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Mercedes Quispe,VENTAS-FABRICACION,1.0,3290.0,USD,3.361,3290.0,431.04,2858.96,0.869,11057.69,1448.74,7032110 Servicio de reparación
20/08/2026,8,2026,2026-08,F 004-00002243,026-0011876,,RM-24550,GESTION MINERA INTEGRAL S.A.C.,Construcción / EPC / Contratistas,91000001,SERVICIO MANTENIMIENTO,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Mercedes Quispe,VENTAS-FABRICACION,1.0,320.0,USD,3.361,320.0,41.93,278.07,0.869,1075.52,140.91,7032100 Servicio de mantenimiento
20/08/2026,8,2026,2026-08,F 004-00002243,026-0011876,,RM-24550,GESTION MINERA INTEGRAL S.A.C.,Construcción / EPC / Contratistas,20100164,BASE DE SOPORTE P/MONTAJE RADIADOR P/CAT 7N-7988,PROD. FABRICADO / VARIOS FAM. PT / VARIOS,RINTUSAC,Mercedes Quispe,VENTAS-FABRICACION,2.0,93.5,USD,3.361,187.0,24.5,162.5,0.869,628.51,82.34,7111010 Variacion productos terminados
20/08/2026,8,2026,2026-08,F 004-00002244,026-0011942,OPP-0000000356,RM-24595,MINSUR S. A.,Mining,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Mercedes Quispe,VENTAS-COMERCIALIZACION,1.0,7200.0,USD,3.361,5868.0,1499.65,4368.35,0.7444,19722.35,5040.31,7032110 Servicio de reparación
20/08/2026,8,2026,2026-08,F 004-00002245,026-0011920,,,TECNOMECANICA SERVICIOS HIDRAULICOS SOCIEDAD ANONIMA CERRADA,Servicios / Otros,40600164,ENFRIADOR SISTEMA DE ACEITE P / C4.4 P / N.HTX- 656549 -91 v4,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Jeancarlos Castillo,VENTAS-COMERCIALIZACION,2.0,800.0,USD,3.361,1600.0,871.35,728.65,0.4554,5377.6,259.25,7012100 Mercaderías - Mercaderías - venta local - Terceros
21/08/2026,8,2026,2026-08,F 004-00002246,026-0011954,OPP-0000000042,,SISTEMAS CONVENCIONALES S.A.C.,Servicios / Otros,40200015,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3TC (3P) COBRE,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Jeancarlos Castillo,VENTAS-COMERCIALIZACION,1.0,1150.0,USD,3.361,1150.0,608.32,541.68,0.471,3865.15,180.99,7012100 Mercaderías - Mercaderías - venta local - Terceros
21/08/2026,8,2026,2026-08,F 004-00002247,026-0012078,OPP-0000000116,RM-24654,OPERACIONES MINERAS SAN PEDRO SOCIEDAD ANONIMA CERRADA,Mining,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Arnold Hernández,VENTAS-MANTENIMIENTO,1.0,1450.0,USD,3.361,1450.0,56.21,1393.79,0.9612,4873.45,188.92,7032110 Servicio de reparación
22/08/2026,8,2026,2026-08,F 004-00002248,026-0012101,OPP-0000000220,,HYDROMINING GROUP S.A.C.,Mining,40600390,ENFRIADOR DE ACEITE HIDR. HTXDC-011P-02-N-BW 24V DC (copiar),ORIGINAL / HEATEX / ENFRIADORES,Heatex,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,590.0,USD,3.352,590.0,259.1,330.9,0.5608,1977.68,77.3,7012100 Mercaderías - Mercaderías - venta local - Terceros
22/08/2026,8,2026,2026-08,F 004-00002248,026-0012101,OPP-0000000220,,HYDROMINING GROUP S.A.C.,Mining,40200015,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3TC (3P) COBRE,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Arnold Hernández,VENTAS-COMERCIALIZACION,1.0,1309.0,USD,3.352,1276.28,560.49,715.79,0.5608,4278.09,167.21,7012100 Mercaderías - Mercaderías - venta local - Terceros
24/08/2026,8,2026,2026-08,F 004-00002250,,,,ITALMECAN S.A.C.,Metalmecánica / Siderurgia,40600581,ENFRIADOR HIDRAULICO NS 4649977,ORIGINAL / HEATEX / ENFRIADORES,Heatex,Mercedes Quispe,VENTAS-FABRICACION,1.0,1100.0,USD,3.352,550.0,550.0,0.0,0.0,1843.6,164.08,7012100 Mercaderías - Mercaderías - venta local - Terceros
24/08/2026,8,2026,2026-08,F 004-00002251,026-0012086,OPP-0000000147,,XIAN BUSINESS CORPORATION S.A.C.,Servicios / Otros,40600390,ENFRIADOR DE ACEITE HIDR. HTXDC-011P-02-N-BW 24V DC (copiar),ORIGINAL / HEATEX / ENFRIADORES,Heatex,Jeancarlos Castillo,VENTAS-FABRICACION,1.0,540.0,USD,3.352,540.0,203.55,336.45,0.6231,1810.08,60.72,7012100 Mercaderías - Mercaderías - venta local - Terceros
24/08/2026,8,2026,2026-08,F 004-00002252,026-0012096,OPP-0000000371,,TP INTERCAMBIADORES S.A.C.,Metalmecánica / Siderurgia,40200015,ENFRIADOR OIL HIDR. BOWMAN FG120 1427-3TC (3P) COBRE,ORIGINAL / BOWMAN / ENFRIADORES,Bowman,Rintusac,VENTAS-COMERCIALIZACION,2.0,1250.0,USD,3.352,2500.0,1231.1,1268.9,0.5076,8380.0,367.27,7012100 Mercaderías - Mercaderías - venta local - Terceros
24/08/2026,8,2026,2026-08,F 004-00002253,026-0012115,OPP-0000000228,RM-24676,OPERACIONES MINERAS SAN PEDRO SOCIEDAD ANONIMA CERRADA,Mining,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Arnold Hernández,VENTAS-MANTENIMIENTO,1.0,1199.48,USD,3.352,1199.48,323.62,875.86,0.7302,4020.66,1084.78,7032110 Servicio de reparación
25/08/2026,8,2026,2026-08,F 004-00002254,,,,SALVADOR ZA FISHING S.A.C.,Pesca,92000001,SERVICIO REPARACION,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Jeancarlos Castillo,VENTAS-FABRICACION,1.0,2780.0,USD,3.356,1390.0,1390.0,0.0,0.0,4664.84,414.18,7032110 Servicio de reparación
25/08/2026,8,2026,2026-08,F 004-00002256,026-0012089,OPP-0000000122,RM-24672 | RM-24673 | RM-24671,CONSORCIO FRAP S.A.C.,Agroindustria y Alimentos,91000001,SERVICIO MANTENIMIENTO,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Manuel Alvarez,VENTAS-MANTENIMIENTO,1.0,2000.0,USD,3.356,1900.0,253.29,1646.71,0.8667,6376.4,850.05,7032100 Servicio de mantenimiento
25/08/2026,8,2026,2026-08,F 004-00002256,026-0012089,OPP-0000000122,RM-24672 | RM-24673 | RM-24671,CONSORCIO FRAP S.A.C.,Agroindustria y Alimentos,91000001,SERVICIO MANTENIMIENTO,SERV. CLIENTE / VARIOS LINEA / VARIOS,,Manuel Alvarez,VENTAS-MANTENIMIENTO,2.0,1720.0,USD,3.356,3233.6,431.08,2802.52,0.8667,10851.96,1446.69,7032100 Servicio de mantenimiento
